Author Last,Author First,Title,ISBN1,ISBN2,ISBN3,Pub City,Publisher,Pub Date,HEB ID,Subject Category,URL
Vahanian, Noëlle,The rebellious no: variations on a secular theology of language,,,,New York,Fordham University Press,2014-01-01,HEB32072.0001.001,Philosophy,https://hdl.handle.net/2027/heb32072.0001.001,9780823256976
Milnor, Kristina,"Gender, domesticity, and the age of Augustus: inventing private life",,,,Oxford,Oxford University Press,2005-01-01,HEB31909.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb31909.0001.001,9780199280827
Grunwald, Henning,Courtroom to revolutionary stage: performance and ideology in Weimar political trials,,,,Oxford,Oxford University Press,2012-01-01,HEB32305.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb32305.0001.001,9780199609048
,,"Imperial Germany, 1871-1918",,,,Oxford,Oxford University Press,2008-01-01,HEB32309.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb32309.0001.001,9780199204885
Kramer, Alan,Dynamic of destruction: culture and mass killing in the First World War,,,,Oxford,Oxford University Press,2007-01-01,HEB32306.0001.001,Military History,https://hdl.handle.net/2027/heb32306.0001.001,9780199543779
Sanborn, Joshua A.,Imperial apocalypse: the Great War and the destruction of the Russian empire,,,,Oxford,Oxford University Press,2014-01-01,HEB32308.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb32308.0001.001,9780199642052
,,The shape and shaping of the Book of Psalms: the current state of scholarship,,,,Atlanta,SBL Press,2014-01-01,HEB32648.0001.001,Biblical Literature,https://hdl.handle.net/2027/heb32648.0001.001,9781628370034
Pop-Eleches, Grigore,From economic crisis to reform: IMF programs in Latin America and Eastern Europe,,,,Princeton,Princeton University Press,2009-01-01,HEB32508.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32508.0001.001,9781400835546
Ghodsee, Kristen Rogheh,"Muslim lives in Eastern Europe: gender, ethnicity, and the transformation of Islam in postsocialist Bulgaria",,,,Princeton,Princeton University Press,2010-01-01,HEB32506.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32506.0001.001,9781400831357
Stone, Randall W.,Lending credibility: the International Monetary Fund and the post-communist transition,,,,Princeton,Princeton University Press,2002-01-01,HEB32509.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32509.0001.001,9781400824434
,,The trace of God: Derrida and religion,,,,New York,Fordham University Press,2015-01-01,HEB32903.0001.001,Philosophy,https://hdl.handle.net/2027/heb32903.0001.001,9780823262120
Newell, Clayton R.,Of duty well and faithfully done: a history of the regular army in the Civil War,,,,Lincoln,University of Nebraska Press,2011-01-01,HEB32892.0001.001,Military History,https://hdl.handle.net/2027/heb32892.0001.001,9780803235007
Carey, David,"I ask for justice: Maya women, dictators, and crime in Guatemala, 1898-1944",,,,Austin,University of Texas Press,2013-01-01,HEB32888.0001.001,Latin American,https://hdl.handle.net/2027/heb32888.0001.001,9780292748699
Chrétien, Jean-Louis,Under the gaze of the Bible,,,,New York,Fordham University Press,2015-01-01,HEB32904.0001.001,Philosophy,https://hdl.handle.net/2027/heb32904.0001.001,9780823262328
"Griffiths, Paul (editor); Jenner"," Paul (editor); Jenner, Mark S. R (editor)",Londinopolis: essays in the cultural and social history of early modern London,,,,Manchester,Manchester University Press,2005-01-01,HEB03975.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb03975.0001.001,9780719051524
Campbell, B. M. S (editor),Before the Black Death: studies in the 'crisis' of the early fourteenth century,,,,Manchester,Manchester University Press,1991-01-01,HEB01177.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb01177.0001.001,9780719039270
Maidment, B.E,"Reading popular prints, 1790-1870",,,,Manchester,Manchester University Press,1996-01-01,HEB02293.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb02293.0001.001,9780719033704
Bowersock, G. W.,Hellenism in late antiquity: Thomas Spencer Jerome lectures,,,,Ann Arbor,University of Michigan Press,1996-01-01,HEB00218.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb00218.0001.001,9780472094189
Edgar, Alistair D.,The Canadian defence industry in the new global environment,,,,Montreal,McGill-Queen's University Press,1995-01-01,HEB33512.0001.001,Military History,https://hdl.handle.net/2027/heb33512.0001.001,9780773565210
Airhart, Phyllis D.,A church with the soul of a nation: making and remaking the United Church of Canada,,,,Montreal,McGill-Queen's University Press,2014-01-01,HEB33491.0001.001,Religion,https://hdl.handle.net/2027/heb33491.0001.001,9780773589308
Kordan, Bohdan S,"No free man: Canada, the Great War, and the enemy alien experience",,,,Montreal,McGill-Queen's University Press,2016-01-01,HEB33485.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb33485.0001.001,9780773599642
Ward, Stephen J. A.,The invention of journalism ethics: the path to objectivity and beyond,,,,Montreal,McGill-Queen's University Press,2015-01-01,HEB33480.0001.001,Communications,https://hdl.handle.net/2027/heb33480.0001.001,9780773598072
Garroutte, Eva Marie,Real Indians: identity and the survival of Native America,,,,Berkeley,University of California Press,2003-01-01,HEB33858.0001.001,Native Peoples of the Americas,https://hdl.handle.net/2027/heb33858.0001.001,9780520935921
McAlister, Elizabeth A,"Rara!: vodou, power, and performance in Haiti and its diaspora",,,,"Berkeley, Calif.",University of California Press,2002-01-01,HEB33855.0001.001,Religion,https://hdl.handle.net/2027/heb33855.0001.001,9780520926745
Benjamin, Roger,"Orientalist aesthetics: art, colonialism, and French North Africa, 1880-1930",,,,"Berkeley, Calif.",University of California Press,2003-01-01,HEB33856.0001.001,Art History,https://hdl.handle.net/2027/heb33856.0001.001,9780520924406
Udel, Miriam,Never better!: the modern Jewish picaresque,,,,Ann Arbor,University of Michigan Press,2016-01-01,HEB33800.0001.001,Jewish Studies,https://hdl.handle.net/2027/heb33800.0001.001,9780472121731
Nadis, Fred,"Wonder shows: performing science, magic, and religion in America",,,,"New Brunswick, N.J.",Rutgers University Press,2006-01-01,HEB90024.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb90024.0001.001,9780813538983
Frischer, Bernard,The sculpted word: epicureanism and philosophical recruitment in ancient Greece,,,,Berkeley,University of California Press,2006-01-01,HEB90022.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb90022.0001.001,9780520902022
Bunche, Ralph J.,A brief and tentative analysis of Negro leadership,,,,New York,New York University Press,2007-01-01,HEB90027.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb90027.0001.001,9780814736845
Iriye, Akira,Global community: the role of international organizations in the making of the contemporary world,,,,Berkeley,University of California Press,2002-01-01,HEB90009.0001.001,Comparative/World,https://hdl.handle.net/2027/heb90009.0001.001,9780520936126
Starr, S. Frederick,Bamboula!: the life and times of Louis Moreau Gottschalk,,,,New York,Oxford University Press,1995-01-01,HEB05610.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb05610.0001.001,9780195072372
Leur, Walter van de,Something to live for: the music of Billy Strayhorn,,,,New York,Oxford University Press,2002-01-01,HEB05617.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb05617.0001.001,9780198028857
,,Studies in Italian American folklore,,,,"Logan, Utah",Utah State University Press,1993-01-01,HEB05635.0001.001,Folklore,https://hdl.handle.net/2027/heb05635.0001.001,9780874211719
Walser, Robert,"Running with the Devil: power, gender, and madness in heavy metal music",,,,"Middletown, CT",Wesleyan University Press,1993-01-01,HEB05608.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb05608.0001.001,9780819562609
Porter, James,"Jeannie Robertson: emergent singer, transformative voice",,,,Knoxville,University of Tennessee Press,1995-01-01,HEB05665.0001.001,Folklore,https://hdl.handle.net/2027/heb05665.0001.001,9780870499043
Neustadt, Kathy,Clambake: a history and celebration of an American tradition,,,,Amherst,University of Massachusetts Press,1992-01-01,HEB05661.0001.001,Folklore,https://hdl.handle.net/2027/heb05661.0001.001,9780870237997
Pershing, Linda,The ribbon around the Pentagon: peace by piecemakers,,,,Knoxville,University of Tennessee Press,1996-01-01,HEB05664.0001.001,Folklore,https://hdl.handle.net/2027/heb05664.0001.001,9780870499234
Jackson, Bruce,The centennial index: one hundred years of the Journal of American folklore,,,,"Washington, D.C.",American Folklore Society,1988-01-01,HEB05652.0001.001,Folklore,https://hdl.handle.net/2027/heb05652.0001.001
Goody, Jack,The logic of writing and the organization of society,,,,Cambridge [U.K.],Cambridge University Press,1986-01-01,HEB05702.0001.001,Methods/Theory,https://hdl.handle.net/2027/heb05702.0001.001,9781139085397
Opie, John,Ogallala: water for a dry land,,,,Lincoln,University of Nebraska Press,1993-01-01,HEB05701.0001.001,Environmental History,https://hdl.handle.net/2027/heb05701.0001.001,9780803235571
Catton, Theodore,"Inhabited wilderness: Indians, Eskimos, and national parks in Alaska",,,,Albuquerque,University of New Mexico Press,1997-01-01,HEB05695.0001.001,Environmental History,https://hdl.handle.net/2027/heb05695.0001.001,9780826318275
Prahlad, Anand,African-American proverbs in context,,,,Jackson,University Press of Mississippi,1996-01-01,HEB05666.0001.001,Folklore,https://hdl.handle.net/2027/heb05666.0001.001,9780878058907
,,The National Road,,,,Baltimore,Johns Hopkins University Press,1996-01-01,HEB05815.0001.001,Architectural History,https://hdl.handle.net/2027/heb05815.0001.001,9780801851551
,,Preserving cultural landscapes in America,,,,Baltimore,Johns Hopkins University Press,2000-01-01,HEB05818.0001.001,Architectural History,https://hdl.handle.net/2027/heb05818.0001.001,9780801862649
Holleran, Michael,"Boston's ""changeful times"": origins of preservation & planning in America",,,,Baltimore,Johns Hopkins University Press,2001-01-01,HEB05817.0001.001,Architectural History,https://hdl.handle.net/2027/heb05817.0001.001,9780801866449
,,A guide to the National Road,,,,Baltimore,Johns Hopkins University Press,1996-01-01,HEB05814.0001.001,Architectural History,https://hdl.handle.net/2027/heb05814.0001.001,9780801851568
Weiner, Amir,Making sense of war: the Second World War and the fate of the Bolshevik Revolution,,,,"Princeton, N.J.",Princeton University Press,2001-01-01,HEB05307.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb05307.0001.001,9781400840854
Ibn al-Nadīm, Muḥammad ibn Isḥāq,"The Fihrist of al-Nadīm: a tenth-century survey of Muslim culture, Vol. 1",,,,New York,Columbia University Press,1970-01-01,HEB06002.0001.001,Middle Eastern: 632-1918,https://hdl.handle.net/2027/heb06002.0001.001,9780231029254
Ibn al-Nadīm, Muḥammad ibn Isḥāq,"The Fihrist of al-Nadīm: a tenth-century survey of Muslim culture, Vol. 2",,,,New York,Columbia University Press,1970-01-01,HEB06002.0002.001,Middle Eastern: 632-1918,https://hdl.handle.net/2027/heb06002.0002.001,9780231029254
Hugh, of Saint-Victor,The didascalicon of Hugh of St. Victor: a medieval guide to the arts,,,,New York,Columbia University Press,1991-01-01,HEB06000.0001.001,Literature,https://hdl.handle.net/2027/heb06000.0001.001,9780231096300
,,Reflections on things at hand: the neo-Confucian anthology,,,,New York,Columbia University Press,1967-01-01,HEB06060.0001.001,Asian: China and Inner Asia,https://hdl.handle.net/2027/heb06060.0001.001,9780231028196
William, of Tyre,"A history of deeds done beyond the sea, Vol. 2",,,,New York,Columbia University Press,1943-01-01,HEB06057.0002.001,Middle Eastern: 632-1918,https://hdl.handle.net/2027/heb06057.0002.001
Wang, Yangming,"Instructions for practical living, and other Neo-Confucian writings",,,,New York,Columbia University Press,1963-01-01,HEB06056.0001.001,Asian: China and Inner Asia,https://hdl.handle.net/2027/heb06056.0001.001,9780231024846
Yoshida, Kenkō,Essays in idleness: the Tsurezuregusa of Kenkō,,,,New York,Columbia University Press,1998-01-01,HEB06058.0001.001,"Asian: Northeast (Japan, Korea)",https://hdl.handle.net/2027/heb06058.0001.001,9780231518949
Seed, Patricia,American pentimento: the invention of Indians and the pursuit of riches,,,,Minneapolis,University of Minnesota Press,2001-01-01,HEB06214.0001.001,Native Peoples of the Americas,https://hdl.handle.net/2027/heb06214.0001.001,9780816692613
Dubinsky, Karen,The second greatest disappointment: honeymooning and tourism at Niagara Falls,,,,"New Brunswick, NJ",Rutgers University Press,1999-01-01,HEB06230.0001.001,Gender Studies,https://hdl.handle.net/2027/heb06230.0001.001,9780813526560
Brown, Kate,A biography of no place: from ethnic borderland to Soviet heartland,,,,"Cambridge, Mass.",Harvard University Press,2004-01-01,HEB06223.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb06223.0001.001,9780674028937
Lawrence, Mark Atwood,Assuming the burden: Europe and the American commitment to war in Vietnam,,,,Berkeley,University of California Press,2005-01-01,HEB06225.0001.001,Comparative/World,https://hdl.handle.net/2027/heb06225.0001.001,9780520243156
,,Women and freedom in early America,,,,New York,New York University Press,1997-01-01,HEB06442.0001.001,Women's Studies,https://hdl.handle.net/2027/heb06442.0001.001,9780814721988
Leonard, Karen Isaksen,Making ethnic choices: California's Punjabi Mexican Americans,,,,Philadelphia,Temple University Press,1992-01-01,HEB06473.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb06473.0001.001,9781566392020
Herlihy, David,Medieval households,,,,"Cambridge, Mass.",Harvard University Press,1985-01-01,HEB06457.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb06457.0001.001,9780674563766
Southern, R. W.,Western views of Islam in the Middle Ages,,,,Cambridge,Harvard University Press,1962-01-01,HEB06467.0001.001,Comparative/World,https://hdl.handle.net/2027/heb06467.0001.001,9780674950658
Ward, Lester Frank,Lester Ward and the welfare state,,,,Indianapolis,Bobbs-Merrill,1967-01-01,HEB07204.0001.001,Methods/Theory,https://hdl.handle.net/2027/heb07204.0001.001,9780672509988
Commager, Henry Steele,Freedom and order: a commentary on the American political scene,,,,New York,George Braziller,1966-01-01,HEB07116.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb07116.0001.001
Commager, Henry Steele,"Freedom, loyalty, dissent",,,,New York,Oxford University Press,1954-01-01,HEB07118.0001.001,Methods/Theory,https://hdl.handle.net/2027/heb07118.0001.001,9780195005103
Commager, Henry Steele,Majority rule and minority rights,,,,London,Oxford University Press,1943-01-01,HEB07208.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb07208.0001.001
Farhat, Hormoz,The dastgāh concept in Persian music,,,,"Cambridge, U.K.",Cambridge University Press,1990-01-01,HEB07591.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb07591.0001.001,9781139085885
Gikandi, Simon,Ngugi wa Thiong'o,,,,"Cambridge, UK",Cambridge University Press,2000-01-01,HEB07588.0001.001,Literature,https://hdl.handle.net/2027/heb07588.0001.001,9781139085717
